Date,Open,High,Low,Close,Adj Close,Volume
10-May-23,675,685,650,675,675,"8,235,600"
9-May-23,690,690,655,675,675,"6,312,400"
8-May-23,695,710,675,690,690,"12,991,700"
5-May-23,680,705,665,685,685,"11,689,700"
4-May-23,625,710,615,680,680,"28,003,500"
3-May-23,625,635,600,625,625,"5,720,700"
2-May-23,640,645,610,610,610,"4,349,800"
28-Apr-23,610,640,610,620,620,"6,928,900"
27-Apr-23,550,620,545,610,610,"8,757,600"
26-Apr-23,555,570,550,550,550,"2,755,000"
18-Apr-23,570,575,555,555,555,"4,139,800"
17-Apr-23,585,585,565,570,570,"2,625,300"
14-Apr-23,580,585,570,585,585,"4,643,500"
13-Apr-23,580,580,560,580,580,"5,387,000"
12-Apr-23,570,580,565,575,575,"1,864,800"
11-Apr-23,565,570,555,570,570,"3,742,400"
10-Apr-23,555,575,545,565,565,"3,518,800"
6-Apr-23,580,580,550,560,560,"6,281,000"
5-Apr-23,580,600,570,580,580,"7,033,500"
4-Apr-23,595,600,570,570,570,"4,669,000"
3-Apr-23,595,600,580,595,595,"4,611,400"
31-Mar-23,600,605,575,595,595,"3,128,100"
30-Mar-23,600,600,560,600,600,"10,525,300"
29-Mar-23,595,600,580,600,600,"4,451,300"
28-Mar-23,600,610,595,595,595,"3,253,400"
27-Mar-23,595,610,585,600,600,"3,857,400"
24-Mar-23,595,610,590,590,590,"5,788,100"
21-Mar-23,595,605,595,600,600,"3,289,100"
20-Mar-23,605,620,595,600,600,"5,229,100"
17-Mar-23,605,625,585,605,605,"7,719,300"
16-Mar-23,600,615,595,610,610,"6,227,500"
15-Mar-23,560,590,560,590,590,"8,059,900"
14-Mar-23,560,580,540,550,550,"12,393,900"
13-Mar-23,545,570,535,560,560,"4,830,800"
10-Mar-23,545,555,535,545,545,"5,213,700"
9-Mar-23,510,565,510,545,545,"8,296,200"
8-Mar-23,535,535,510,510,510,"4,467,200"
7-Mar-23,550,550,530,535,535,"4,257,300"
6-Mar-23,545,555,540,550,550,"3,248,500"
3-Mar-23,540,550,530,550,550,"3,108,600"
2-Mar-23,550,565,540,540,540,"3,999,600"
1-Mar-23,550,550,535,550,550,"2,781,600"
28-Feb-23,555,555,545,550,550,"3,093,400"
27-Feb-23,555,560,550,555,555,"2,716,000"
24-Feb-23,540,555,535,555,555,"3,076,300"
23-Feb-23,550,555,535,540,540,"2,525,500"
22-Feb-23,550,565,540,550,550,"3,530,600"
21-Feb-23,565,565,550,550,550,"4,910,200"
20-Feb-23,580,580,560,565,565,"2,076,200"
17-Feb-23,555,580,550,580,580,"4,453,800"
16-Feb-23,555,555,530,555,555,"4,996,400"
15-Feb-23,565,565,550,555,555,"1,236,800"
14-Feb-23,565,570,555,565,565,"3,954,200"
13-Feb-23,580,580,565,565,565,"938,900"
10-Feb-23,595,595,565,580,580,"6,372,700"
9-Feb-23,575,600,565,595,595,"5,766,700"
8-Feb-23,575,580,565,575,575,"961,600"
7-Feb-23,570,585,545,570,570,"5,234,800"
6-Feb-23,585,585,560,560,560,"1,586,500"
3-Feb-23,610,610,580,585,585,"1,555,500"
2-Feb-23,575,660,575,610,610,"9,420,000"
1-Feb-23,585,590,565,575,575,"3,230,900"
31-Jan-23,585,590,560,585,585,"2,349,500"
30-Jan-23,605,610,580,585,585,"5,464,400"
27-Jan-23,498,615,496,600,600,"17,485,000"
26-Jan-23,488,500,488,498,498,"1,903,500"
25-Jan-23,500,500,468,488,488,"10,302,200"
24-Jan-23,525,530,498,500,500,"6,729,900"
20-Jan-23,520,535,515,525,525,"3,267,100"
19-Jan-23,545,555,520,520,520,"4,263,400"
18-Jan-23,560,560,535,545,545,"1,425,500"
17-Jan-23,550,550,545,550,550,"622,000"
16-Jan-23,550,550,545,550,550,"588,900"
13-Jan-23,545,550,545,550,550,"742,600"
12-Jan-23,550,550,545,550,550,"2,004,000"
11-Jan-23,555,555,545,550,550,"1,144,600"
10-Jan-23,555,555,545,555,555,"1,786,400"
9-Jan-23,565,565,545,555,555,"3,134,500"
6-Jan-23,565,595,560,565,565,"5,526,000"
5-Jan-23,590,590,565,565,565,"3,591,000"
4-Jan-23,610,610,590,590,590,"4,393,200"
3-Jan-23,625,635,610,610,610,"8,909,500"
2-Jan-23,625,625,610,625,625,"3,200,800"
30-Dec-22,630,630,620,625,625,"5,554,100"
29-Dec-22,630,630,625,630,630,"907,500"
28-Dec-22,630,635,625,630,630,"3,968,400"
27-Dec-22,625,630,620,630,630,"2,168,200"
26-Dec-22,630,645,625,625,625,"6,367,500"
23-Dec-22,635,650,630,630,630,"7,988,000"
22-Dec-22,640,645,625,635,635,"3,180,200"
21-Dec-22,630,650,625,640,640,"4,857,700"
20-Dec-22,625,630,620,630,630,"1,615,800"
19-Dec-22,630,630,625,625,625,"939,500"
16-Dec-22,630,635,625,630,630,"1,692,400"
15-Dec-22,625,635,625,630,630,"1,424,800"
14-Dec-22,630,630,620,630,630,"4,529,000"
13-Dec-22,650,655,630,630,630,"8,560,100"
12-Dec-22,650,665,640,655,655,"8,257,000"
9-Dec-22,655,660,645,650,650,"4,828,700"
8-Dec-22,675,675,640,655,655,"8,099,200"
7-Dec-22,680,685,660,675,675,"7,678,700"
6-Dec-22,655,685,650,680,680,"13,370,000"
5-Dec-22,675,675,650,660,660,"6,819,700"
2-Dec-22,675,700,670,675,675,"10,342,000"
1-Dec-22,700,705,680,680,680,"9,444,200"
30-Nov-22,695,700,685,685,685,"8,789,100"
29-Nov-22,675,700,670,690,690,"22,586,900"
28-Nov-22,675,755,640,675,675,"99,910,000"
25-Nov-22,660,670,655,670,670,"9,929,500"
24-Nov-22,655,665,640,660,660,"12,601,400"
23-Nov-22,655,675,630,655,655,"23,766,500"
22-Nov-22,635,660,630,655,655,"14,845,100"
21-Nov-22,620,640,615,635,635,"11,125,300"
18-Nov-22,610,630,605,620,620,"9,150,700"
17-Nov-22,650,650,605,610,610,"15,451,600"
16-Nov-22,655,655,635,650,650,"9,824,200"
15-Nov-22,650,660,640,655,655,"11,481,700"
14-Nov-22,640,675,635,645,645,"31,728,100"
11-Nov-22,645,645,640,640,640,"3,465,700"
10-Nov-22,650,670,630,645,645,"23,683,500"
9-Nov-22,650,665,640,655,655,"37,967,300"
8-Nov-22,615,655,610,645,645,"38,057,000"
7-Nov-22,625,635,610,620,620,"11,055,700"
4-Nov-22,625,635,600,625,625,"19,542,900"
3-Nov-22,620,635,605,625,625,"24,440,100"
2-Nov-22,595,625,580,620,620,"42,636,400"
1-Nov-22,565,590,545,590,590,"49,151,800"
31-Oct-22,570,575,560,565,565,"6,310,100"
28-Oct-22,605,620,565,570,570,"10,479,500"
27-Oct-22,620,620,605,605,605,"8,063,300"
26-Oct-22,615,620,605,620,620,"7,493,100"
25-Oct-22,620,630,610,615,615,"9,207,000"
24-Oct-22,620,640,610,610,610,"18,784,000"
21-Oct-22,625,625,605,620,620,"9,234,500"
20-Oct-22,640,650,625,625,625,"10,465,300"
19-Oct-22,640,660,630,640,640,"13,373,400"
18-Oct-22,645,645,620,640,640,"14,804,800"
17-Oct-22,630,640,600,640,640,"16,352,500"
14-Oct-22,655,660,625,630,630,"16,382,100"
13-Oct-22,640,650,605,650,650,"21,965,500"
12-Oct-22,680,680,635,640,640,"23,069,900"
11-Oct-22,685,685,660,680,680,"15,307,800"
10-Oct-22,685,690,665,685,685,"15,555,000"
7-Oct-22,690,695,670,685,685,"15,970,100"
6-Oct-22,680,710,670,690,690,"41,534,700"
5-Oct-22,660,700,655,680,680,"43,242,600"
4-Oct-22,685,690,645,660,660,"15,351,200"
3-Oct-22,710,715,680,685,685,"16,133,700"
30-Sep-22,715,725,675,715,715,"38,169,300"
29-Sep-22,775,780,725,725,725,"38,981,400"
28-Sep-22,765,785,760,775,775,"22,637,500"
27-Sep-22,770,790,745,765,765,"37,206,100"
26-Sep-22,800,800,745,775,775,"41,026,200"
23-Sep-22,805,805,745,800,800,"55,402,600"
22-Sep-22,695,835,690,800,800,"103,793,000"
21-Sep-22,695,695,665,695,695,"15,651,400"
20-Sep-22,680,695,670,695,695,"17,959,200"
19-Sep-22,670,695,645,680,680,"29,161,000"
16-Sep-22,680,695,665,670,670,"29,480,500"
15-Sep-22,640,700,635,680,680,"98,999,500"
14-Sep-22,620,650,615,635,635,"29,952,000"
13-Sep-22,590,665,585,625,625,"133,886,500"
12-Sep-22,590,600,570,590,590,"24,092,500"
9-Sep-22,520,590,520,590,590,"56,123,900"
8-Sep-22,560,575,545,555,555,"20,691,800"
7-Sep-22,575,580,545,560,560,"21,789,100"
6-Sep-22,615,620,580,580,580,"26,833,300"
5-Sep-22,615,635,610,620,620,"40,346,500"
2-Sep-22,595,615,585,615,615,"49,633,800"
1-Sep-22,595,600,575,590,590,"16,360,300"
31-Aug-22,580,605,580,595,595,"38,661,400"
30-Aug-22,570,585,565,580,580,"25,634,600"
29-Aug-22,560,570,530,565,565,"20,909,000"
26-Aug-22,600,600,555,560,560,"42,334,100"
25-Aug-22,595,620,575,595,595,"34,285,100"
24-Aug-22,585,615,585,605,605,"66,719,000"
23-Aug-22,670,685,625,625,625,"65,136,000"
22-Aug-22,675,695,625,670,670,"98,393,600"
19-Aug-22,615,680,605,670,670,"118,882,700"
18-Aug-22,560,615,555,610,610,"73,346,100"
16-Aug-22,550,560,545,560,560,"21,518,400"
15-Aug-22,555,570,545,550,550,"26,986,100"
12-Aug-22,565,575,545,550,550,"17,905,500"
11-Aug-22,525,575,525,565,565,"59,365,100"
10-Aug-22,580,600,560,560,560,"7,978,600"
9-Aug-22,645,655,600,600,600,"54,007,100"
8-Aug-22,600,665,590,640,640,"73,654,700"
5-Aug-22,595,610,585,595,595,"34,520,400"
4-Aug-22,585,610,580,595,595,"39,784,200"
3-Aug-22,590,600,580,580,580,"34,722,000"
2-Aug-22,600,610,580,585,585,"27,464,000"
1-Aug-22,600,630,585,595,595,"53,478,700"
29-Jul-22,530,605,530,595,595,"75,151,000"
28-Jul-22,540,580,520,530,530,"34,409,700"
27-Jul-22,580,605,515,540,540,"104,779,400"
26-Jul-22,444,550,440,550,550,"142,537,000"
25-Jul-22,422,448,416,440,440,"43,107,700"
22-Jul-22,424,428,404,422,422,"39,266,300"
21-Jul-22,412,428,410,420,420,"33,884,100"
20-Jul-22,390,412,382,412,412,"47,506,600"
19-Jul-22,346,384,340,382,382,"60,760,000"
18-Jul-22,350,376,336,346,346,"39,788,500"
15-Jul-22,316,362,312,348,348,"111,648,500"
14-Jul-22,310,320,298,314,314,"52,006,600"
13-Jul-22,302,314,296,306,306,"50,381,700"
12-Jul-22,284,302,280,298,298,"47,525,600"
11-Jul-22,262,284,262,282,282,"68,301,200"
8-Jul-22,300,338,280,280,280,"166,031,300"
