Date,Open,High,Low,Close,Adj Close,Volume
5-Sep-24,"11,500.00","11,700.00","10,575.00","10,750.00","10,745.16","45,513,500"
4-Sep-24,"10,200.00","11,250.00","9,975.00","11,250.00","11,244.93","51,227,800"
3-Sep-24,"10,825.00","10,850.00","10,150.00","10,250.00","10,245.38","33,730,400"
2-Sep-24,"10,800.00","11,050.00","10,600.00","10,750.00","10,745.16","38,161,000"
30-Aug-24,"10,450.00","10,750.00","10,450.00","10,750.00","10,745.16","41,385,100"
29-Aug-24,"10,225.00","10,975.00","10,225.00","10,425.00","10,420.30","81,771,500"
28-Aug-24,"9,800.00","10,350.00","9,800.00","10,200.00","10,195.41","40,802,700"
27-Aug-24,"9,800.00","9,800.00","9,650.00","9,800.00","9,795.59","17,492,500"
26-Aug-24,"9,700.00","9,925.00","9,625.00","9,725.00","9,720.62","57,298,000"
23-Aug-24,"9,350.00","9,475.00","9,275.00","9,450.00","9,445.74","23,899,900"
22-Aug-24,"9,625.00","9,625.00","9,225.00","9,375.00","9,370.78","25,542,900"
21-Aug-24,"9,475.00","9,625.00","9,375.00","9,525.00","9,520.71","19,196,600"
20-Aug-24,"9,250.00","9,525.00","9,225.00","9,425.00","9,420.75","28,068,200"
19-Aug-24,"8,750.00","9,450.00","8,725.00","9,200.00","9,195.86","34,839,100"
16-Aug-24,"8,725.00","8,900.00","8,675.00","8,750.00","8,746.06","7,753,700"
15-Aug-24,"8,850.00","8,925.00","8,625.00","8,675.00","8,671.09","12,918,000"
14-Aug-24,"8,450.00","8,825.00","8,375.00","8,800.00","8,796.04","16,591,200"
13-Aug-24,"8,200.00","8,600.00","8,125.00","8,400.00","8,396.22","9,766,200"
12-Aug-24,"8,375.00","8,500.00","8,275.00","8,425.00","8,421.21","6,735,900"
9-Aug-24,"8,150.00","8,350.00","8,150.00","8,350.00","8,346.24","9,458,700"
8-Aug-24,"8,250.00","8,350.00","8,075.00","8,125.00","8,121.34","8,853,500"
7-Aug-24,"8,000.00","8,450.00","7,900.00","8,225.00","8,221.30","20,367,100"
6-Aug-24,"8,025.00","8,250.00","7,825.00","7,950.00","7,946.42","15,551,700"
5-Aug-24,"8,550.00","8,550.00","7,750.00","7,900.00","7,896.44","28,040,800"
2-Aug-24,"8,675.00","8,825.00","8,525.00","8,600.00","8,596.13","6,976,600"
1-Aug-24,"8,675.00","8,775.00","8,575.00","8,675.00","8,671.09","7,539,700"
31-Jul-24,"8,675.00","8,850.00","8,575.00","8,650.00","8,646.10","14,387,900"
30-Jul-24,"8,625.00","8,725.00","8,400.00","8,650.00","8,646.10","11,045,600"
29-Jul-24,"8,850.00","9,025.00","8,600.00","8,600.00","8,596.13","13,833,100"
26-Jul-24,"8,375.00","8,850.00","8,350.00","8,800.00","8,796.04","12,978,100"
25-Jul-24,"8,450.00","8,575.00","8,150.00","8,375.00","8,371.23","18,465,200"
24-Jul-24,"8,750.00","8,850.00","8,500.00","8,550.00","8,546.15","14,257,200"
23-Jul-24,"9,125.00","9,200.00","8,750.00","8,750.00","8,746.06","18,774,000"
22-Jul-24,"8,825.00","9,250.00","8,800.00","9,050.00","9,045.92","28,857,600"
19-Jul-24,"8,725.00","9,050.00","8,375.00","8,725.00","8,721.07","98,544,500"
18-Jul-24,"7,850.00","8,725.00","7,625.00","8,700.00","8,696.08","51,865,800"
17-Jul-24,"8,500.00","8,500.00","7,750.00","7,775.00","7,771.50","46,259,600"
16-Jul-24,"9,050.00","9,175.00","8,500.00","8,500.00","8,496.17","28,227,600"
15-Jul-24,"9,475.00","9,575.00","9,000.00","9,050.00","9,045.92","19,445,200"
12-Jul-24,"9,425.00","9,600.00","9,025.00","9,450.00","9,445.74","20,197,400"
11-Jul-24,"9,825.00","9,925.00","9,425.00","9,425.00","9,420.75","17,882,200"
10-Jul-24,"9,950.00","10,075.00","9,625.00","9,825.00","9,820.58","10,028,200"
9-Jul-24,"10,175.00","10,300.00","9,925.00","9,950.00","9,945.52","13,353,200"
8-Jul-24,"10,275.00","10,300.00","9,950.00","10,175.00","10,170.42","7,814,100"
5-Jul-24,"10,425.00","10,500.00","10,075.00","10,300.00","10,295.36","11,766,300"
4-Jul-24,"10,375.00","10,475.00","10,275.00","10,400.00","10,395.32","9,005,200"
