Date,Open,High,Low,Close,Adj Close,Volume
8-Dec-23,"1,100.00","1,240.00","1,090.00","1,170.00","1,123.03","426,711,900"
7-Dec-23,"1,130.00","1,140.00","1,070.00","1,090.00","1,046.24","135,832,400"
6-Dec-23,"1,030.00","1,160.00","1,020.00","1,100.00","1,055.84","402,296,900"
5-Dec-23,"1,010.00","1,035.00",995,"1,025.00",983.85,"61,637,500"
4-Dec-23,"1,040.00","1,050.00",990,"1,010.00",969.45,"75,313,400"
1-Dec-23,"1,055.00","1,065.00","1,025.00","1,040.00",998.25,"59,256,200"
30-Nov-23,"1,005.00","1,070.00","1,000.00","1,055.00","1,012.65","110,952,300"
29-Nov-23,"1,020.00","1,030.00","1,000.00","1,000.00",959.85,"43,482,800"
28-Nov-23,"1,025.00","1,055.00","1,000.00","1,015.00",974.25,"124,160,000"
27-Nov-23,"1,080.00","1,080.00","1,000.00","1,010.00",969.45,"98,123,600"
24-Nov-23,"1,095.00","1,100.00","1,035.00","1,050.00","1,007.85","59,396,300"
23-Nov-23,"1,110.00","1,125.00","1,075.00","1,095.00","1,051.04","59,648,000"
22-Nov-23,"1,240.00","1,240.00","1,100.00","1,105.00","1,060.64","114,199,400"
21-Nov-23,"1,250.00","1,265.00","1,225.00","1,240.00","1,190.22","32,963,100"
20-Nov-23,"1,220.00","1,265.00","1,200.00","1,245.00","1,195.02","49,619,100"
17-Nov-23,"1,250.00","1,270.00","1,220.00","1,220.00","1,171.02","39,880,500"
16-Nov-23,"1,265.00","1,265.00","1,230.00","1,250.00","1,199.82","28,883,600"
15-Nov-23,"1,260.00","1,280.00","1,245.00","1,255.00","1,204.62","40,986,600"
14-Nov-23,"1,235.00","1,290.00","1,235.00","1,255.00","1,204.62","45,983,100"
13-Nov-23,"1,225.00","1,265.00","1,195.00","1,230.00","1,180.62","54,732,200"
10-Nov-23,"1,255.00","1,310.00","1,220.00","1,220.00","1,171.02","67,552,600"
9-Nov-23,"1,300.00","1,330.00","1,255.00","1,255.00","1,204.62","63,823,200"
8-Nov-23,"1,350.00","1,375.00","1,295.00","1,300.00","1,247.81","60,723,300"
7-Nov-23,"1,415.00","1,430.00","1,355.00","1,365.00","1,310.20","63,312,500"
6-Nov-23,"1,400.00","1,435.00","1,395.00","1,410.00","1,353.39","51,616,300"
3-Nov-23,"1,410.00","1,415.00","1,390.00","1,390.00","1,334.20","25,453,800"
2-Nov-23,"1,420.00","1,435.00","1,395.00","1,395.00","1,339.00","63,556,400"
1-Nov-23,"1,420.00","1,455.00","1,395.00","1,395.00","1,339.00","65,822,500"
31-Oct-23,"1,420.00","1,435.00","1,400.00","1,415.00","1,358.19","58,681,700"
30-Oct-23,"1,370.00","1,435.00","1,360.00","1,405.00","1,348.59","103,047,700"
27-Oct-23,"1,315.00","1,365.00","1,310.00","1,355.00","1,300.60","34,979,900"
26-Oct-23,"1,335.00","1,355.00","1,310.00","1,315.00","1,262.21","29,253,200"
25-Oct-23,"1,365.00","1,370.00","1,330.00","1,330.00","1,276.61","28,811,200"
24-Oct-23,"1,330.00","1,370.00","1,320.00","1,355.00","1,300.60","37,347,100"
23-Oct-23,"1,350.00","1,375.00","1,295.00","1,325.00","1,271.81","48,153,300"
20-Oct-23,"1,380.00","1,395.00","1,315.00","1,350.00","1,295.80","64,647,500"
19-Oct-23,"1,455.00","1,455.00","1,380.00","1,380.00","1,324.60","86,302,900"
18-Oct-23,"1,415.00","1,480.00","1,390.00","1,455.00","1,396.59","161,680,500"
17-Oct-23,"1,300.00","1,400.00","1,295.00","1,400.00","1,343.80","161,534,600"
16-Oct-23,"1,315.00","1,350.00","1,245.00","1,295.00","1,243.01","108,048,400"
13-Oct-23,"1,320.00","1,365.00","1,310.00","1,310.00","1,257.41","114,566,400"
12-Oct-23,"1,415.00","1,455.00","1,310.00","1,320.00","1,267.01","189,317,300"
11-Oct-23,"1,480.00","1,495.00","1,400.00","1,415.00","1,358.19","190,691,200"
10-Oct-23,"1,525.00","1,550.00","1,465.00","1,475.00","1,415.78","123,490,800"
9-Oct-23,"1,625.00","1,680.00","1,520.00","1,520.00","1,458.98","276,063,500"
6-Oct-23,"1,585.00","1,620.00","1,560.00","1,600.00","1,535.77","79,291,500"
5-Oct-23,"1,585.00","1,620.00","1,535.00","1,580.00","1,516.57","132,508,000"
4-Oct-23,"1,575.00","1,590.00","1,510.00","1,575.00","1,511.77","111,050,600"
3-Oct-23,"1,505.00","1,580.00","1,480.00","1,570.00","1,506.97","133,494,800"
2-Oct-23,"1,445.00","1,505.00","1,430.00","1,500.00","1,439.78","97,399,100"
29-Sep-23,"1,495.00","1,515.00","1,420.00","1,445.00","1,386.99","108,147,800"
27-Sep-23,"1,485.00","1,540.00","1,455.00","1,490.00","1,430.18","123,873,100"
26-Sep-23,"1,615.00","1,625.00","1,460.00","1,485.00","1,425.38","228,640,200"
25-Sep-23,"1,590.00","1,640.00","1,575.00","1,605.00","1,540.57","181,603,300"
22-Sep-23,"1,570.00","1,615.00","1,555.00","1,575.00","1,511.77","94,903,000"
21-Sep-23,"1,505.00","1,595.00","1,495.00","1,570.00","1,506.97","188,794,700"
20-Sep-23,"1,570.00","1,570.00","1,485.00","1,505.00","1,444.58","119,919,000"
19-Sep-23,"1,560.00","1,570.00","1,485.00","1,545.00","1,482.97","185,637,700"
18-Sep-23,"1,420.00","1,645.00","1,415.00","1,535.00","1,473.38","477,964,800"
15-Sep-23,"1,250.00","1,470.00","1,240.00","1,415.00","1,358.19","406,453,000"
14-Sep-23,"1,230.00","1,260.00","1,190.00","1,230.00","1,180.62","205,357,700"
13-Sep-23,"1,185.00","1,220.00","1,155.00","1,205.00","1,156.62","99,544,100"
12-Sep-23,"1,170.00","1,220.00","1,155.00","1,180.00","1,132.63","116,342,300"
11-Sep-23,"1,265.00","1,270.00","1,165.00","1,170.00","1,123.03","152,085,500"
8-Sep-23,"1,200.00","1,265.00","1,150.00","1,265.00","1,214.22","208,467,900"
7-Sep-23,"1,315.00","1,315.00","1,210.00","1,210.00","1,161.42","84,413,200"
6-Sep-23,"1,290.00","1,350.00","1,280.00","1,285.00","1,233.41","98,192,200"
5-Sep-23,"1,375.00","1,380.00","1,260.00","1,290.00","1,238.21","140,938,700"
4-Sep-23,"1,420.00","1,455.00","1,375.00","1,375.00","1,319.80","116,017,900"
1-Sep-23,"1,405.00","1,435.00","1,375.00","1,410.00","1,353.39","163,062,800"
31-Aug-23,"1,415.00","1,425.00","1,340.00","1,380.00","1,324.60","115,311,700"
30-Aug-23,"1,310.00","1,415.00","1,295.00","1,400.00","1,343.80","197,393,600"
29-Aug-23,"1,175.00","1,300.00","1,165.00","1,295.00","1,243.01","135,401,600"
28-Aug-23,"1,080.00","1,195.00","1,065.00","1,165.00","1,118.23","150,689,800"
25-Aug-23,"1,035.00","1,120.00",970,"1,065.00","1,022.24","192,123,500"
24-Aug-23,"1,045.00","1,085.00","1,045.00","1,060.00","1,017.45","74,121,900"
23-Aug-23,"1,090.00","1,090.00","1,025.00","1,045.00","1,003.05","103,392,400"
22-Aug-23,"1,075.00","1,075.00",995,"1,050.00","1,007.85","190,430,300"
21-Aug-23,985,"1,145.00",985,"1,070.00","1,027.04","209,332,700"
18-Aug-23,970,985,950,970,931.06,"17,338,300"
16-Aug-23,"1,005.00","1,015.00",965,970,931.06,"61,258,700"
15-Aug-23,925,"1,005.00",920,"1,000.00",959.85,"113,436,900"
14-Aug-23,945,955,880,925,887.86,"73,517,400"
11-Aug-23,915,"1,045.00",900,945,907.06,"101,171,900"
10-Aug-23,915,915,895,910,873.47,"13,167,200"
9-Aug-23,885,910,885,910,873.47,"23,226,300"
8-Aug-23,860,900,855,885,849.47,"18,335,800"
7-Aug-23,870,875,845,860,825.47,"2,947,400"
4-Aug-23,875,910,870,870,835.07,"13,730,200"
3-Aug-23,880,880,860,875,839.87,"6,278,400"
2-Aug-23,835,880,835,875,839.87,"13,936,300"
1-Aug-23,855,860,825,835,801.48,"11,366,100"
31-Jul-23,805,855,795,850,815.88,"20,100,100"
28-Jul-23,800,815,775,805,772.68,"11,597,200"
27-Jul-23,800,805,790,790,758.28,"9,117,400"
26-Jul-23,770,815,765,790,758.28,"21,278,100"
25-Jul-23,775,785,755,765,734.29,"5,243,900"
24-Jul-23,765,780,760,775,743.89,"4,571,300"
21-Jul-23,745,770,745,765,734.29,"5,010,200"
20-Jul-23,770,770,740,745,715.09,"12,196,300"
18-Jul-23,790,800,765,770,739.09,"8,224,600"
17-Jul-23,795,805,780,790,758.28,"9,673,000"
14-Jul-23,780,800,775,790,758.28,"4,612,700"
13-Jul-23,790,805,775,775,743.89,"6,462,600"
12-Jul-23,795,800,785,790,758.28,"3,637,400"
11-Jul-23,825,825,785,795,763.08,"5,259,600"
10-Jul-23,815,820,795,800,767.88,"6,049,300"
7-Jul-23,830,835,815,815,782.28,"4,018,900"
6-Jul-23,840,840,825,825,791.88,"1,804,800"
5-Jul-23,850,850,815,835,801.48,"4,850,700"
4-Jul-23,855,860,825,830,796.68,"9,208,700"
3-Jul-23,875,880,855,855,820.68,"3,719,800"
27-Jun-23,880,880,845,875,839.87,"12,794,900"
26-Jun-23,880,885,855,875,839.87,"13,192,400"
23-Jun-23,870,890,865,880,844.67,"11,201,900"
22-Jun-23,880,880,860,870,835.07,"12,149,700"
21-Jun-23,845,880,845,865,830.27,"16,932,900"
20-Jun-23,835,875,830,845,811.08,"11,887,300"
19-Jun-23,835,845,825,840,806.28,"5,044,000"
16-Jun-23,840,845,830,840,806.28,"6,558,500"
15-Jun-23,850,850,825,840,806.28,"6,929,800"
14-Jun-23,855,855,840,845,811.08,"4,401,000"
13-Jun-23,855,855,830,855,810.24,"25,573,900"
12-Jun-23,860,860,830,855,810.24,"11,086,600"
9-Jun-23,865,865,850,860,814.98,"6,627,500"
8-Jun-23,910,910,855,860,814.98,"11,927,200"
7-Jun-23,925,930,910,910,862.36,"20,918,600"
6-Jun-23,915,935,910,925,876.57,"54,003,400"
5-Jun-23,905,920,900,910,862.36,"28,913,700"
31-May-23,885,920,880,910,862.36,"38,856,100"
30-May-23,860,885,850,885,838.67,"23,644,400"
29-May-23,840,865,820,860,814.98,"7,214,500"
26-May-23,825,845,810,840,796.02,"3,715,000"
25-May-23,830,845,810,825,781.81,"5,667,500"
24-May-23,815,870,805,830,786.55,"17,176,100"
23-May-23,815,820,800,815,772.33,"5,468,900"
22-May-23,850,855,795,815,772.33,"14,387,000"
19-May-23,840,855,835,850,805.5,"8,371,300"
17-May-23,840,860,830,840,796.02,"12,053,700"
16-May-23,835,850,830,840,796.02,"17,007,600"
15-May-23,790,855,780,840,796.02,"44,699,900"
12-May-23,785,790,765,785,743.9,"54,525,100"
11-May-23,780,785,770,780,739.17,"3,764,000"
10-May-23,770,785,760,780,739.17,"15,681,500"
9-May-23,770,775,750,770,729.69,"9,160,000"
8-May-23,750,785,745,770,729.69,"8,256,300"
5-May-23,775,775,740,750,710.74,"4,341,400"
4-May-23,760,775,755,770,729.69,"7,527,200"
3-May-23,765,765,750,760,720.21,"9,151,700"
2-May-23,755,765,740,765,724.95,"9,443,900"
28-Apr-23,760,770,745,755,715.47,"9,437,800"
27-Apr-23,765,765,740,760,720.21,"12,986,300"
26-Apr-23,750,775,720,765,724.95,"8,322,100"
18-Apr-23,755,760,735,750,710.74,"12,663,400"
17-Apr-23,730,760,715,750,710.74,"22,994,600"
14-Apr-23,725,735,705,720,682.31,"19,684,800"
13-Apr-23,685,730,670,720,682.31,"23,065,000"
12-Apr-23,700,710,660,685,649.14,"29,865,300"
11-Apr-23,595,715,595,695,658.62,"37,952,700"
10-Apr-23,650,655,610,615,582.8,"18,448,600"
6-Apr-23,665,670,650,650,615.97,"8,404,500"
5-Apr-23,655,675,650,665,630.19,"7,587,200"
4-Apr-23,620,665,620,660,625.45,"10,990,000"
3-Apr-23,695,700,655,655,620.71,"19,558,900"
31-Mar-23,715,720,690,695,658.62,"14,933,900"
30-Mar-23,710,720,695,705,668.09,"5,913,300"
29-Mar-23,695,720,675,710,672.83,"12,946,300"
28-Mar-23,700,740,690,695,658.62,"27,500,000"
27-Mar-23,800,800,740,740,701.26,"19,315,600"
24-Mar-23,800,805,785,795,753.38,"5,173,700"
21-Mar-23,800,800,790,800,758.12,"2,938,400"
20-Mar-23,800,820,795,800,758.12,"11,086,800"
17-Mar-23,790,820,785,805,762.86,"11,337,700"
16-Mar-23,810,815,775,790,748.64,"32,026,000"
15-Mar-23,825,835,805,810,767.59,"10,350,600"
14-Mar-23,840,840,810,825,781.81,"8,412,400"
13-Mar-23,860,860,830,840,796.02,"4,519,100"
10-Mar-23,855,860,830,860,814.98,"10,084,800"
9-Mar-23,860,865,850,855,810.24,"11,006,800"
8-Mar-23,860,865,850,860,814.98,"8,540,300"
7-Mar-23,860,875,855,860,814.98,"14,088,300"
6-Mar-23,870,880,845,860,814.98,"30,521,300"
3-Mar-23,870,875,855,875,829.19,"34,181,600"
2-Mar-23,840,875,820,870,824.45,"55,298,000"
1-Mar-23,800,840,800,835,791.29,"43,259,400"
28-Feb-23,815,840,800,800,758.12,"65,393,800"
27-Feb-23,875,875,830,830,786.55,"90,183,300"
24-Feb-23,925,925,815,875,829.19,"584,706,700"
